,user_ssn,user_rating,product_id
193,083-02-8823,5,1b31d7e9f1e7e7c4012ddead2104cd7e
194,590-70-9477,1,c2508c55d9b45e8772d1333f3d591dd2
195,610-49-8605,2,b6c4cb6a29dcbaf7fa958f04c8215547
196,156-64-0117,5,5c03156a80647fa5b54efb3e50f2f612
197,537-24-1277,5,3fe211a03baa2c53a26ac58f8e6a4552
198,786-20-7926,7,8fdcfa9fc564b44561465fe7994eff58
199,493-54-4029,8,411cfcf520cd7a39172c36f4ea7ed90e
200,325-12-5262,6,0fc3ac5448ff49bf02049ef574cb564a
201,892-83-7075,2,2d2fb16d4de6380e7cf4593d6f831c4b
202,127-74-5750,0,731a105b461d0818f0726bc1eb5d9c27
203,546-23-4926,8,cb7add27e0daaf56806b98d39cb37294
204,459-80-9938,1,0247be48dcaf799f2f8a287f8a752d52
205,457-54-7912,5,57e77244da400ae3e7659c091a97e3de
206,333-85-6362,7,470a085276f408b69da74710670c644e
207,091-09-8122,5,cbaa56ece159a33f97103870cf66ee0d
208,513-52-3764,7,be2cb95ab169297be3a0adc439e42fb9
209,873-67-5236,9,1acefae5664fe8b6856688df7f40813c
210,714-79-0724,6,1893542381bcda0b4f7739163c777f6d
211,613-87-2568,8,bddd53767d29305b4bd70983ee8b37bc
212,668-51-2931,10,998ff3ad9e7e6ceb5d763ba2f733c4c4
213,127-91-2838,3,c5c36d3f6c72395b46136287805b8a80
214,620-24-0629,10,b47f0de40d50ff172eaf35639815f177
215,683-83-8093,4,d7250670ac3379bd0840af374d5fa952
216,884-53-0044,5,559efdc406d377d48811e006fff9257e
217,242-58-5796,7,e0d793420eeb8f8ca3edb87536b2b5fc
218,571-46-6186,2,2976fdf566948294f88359b01eff2ddf
219,093-17-8671,7,53c0fbf2be38a751b29e17f2460eab1a
220,135-33-7184,10,3c2e344a2afc3b0ee6e7fdf2b4975120
221,124-15-9072,5,b1327d9de2dffb8debb2126d27798044
222,541-42-2034,0,6b4a16722ba2dd9ac927c17c5967ee0c
223,800-68-2352,4,16dabfdd8623c7e212aad8b59a3662f1
224,785-52-2887,1,871282a096cdf3d6d84d52772d824051
225,038-75-0588,0,f695469c0ff2b3886d742c38b04131b0
226,654-92-7477,3,12ea78ed047afc2c0e2bce3f616f4f27
227,286-69-3948,0,51566edcf57b990f669b4384a9a6c35d
228,624-45-8808,2,01bcf5ce7863ff2df1b4b0353b6b91d7
229,178-16-4616,2,5a2869df7e42615cc2dd14a4a33e5a19
230,337-75-9646,1,a34b075a227f4d4b1b4437f3587b29ac
231,096-57-7412,0,df3c1254d466bdb73d6c226112434f62
232,641-15-5143,1,9578077e57a3a479a4e523f670d161cb
233,436-72-5216,0,ca52328046aff2060dd3e72dcaf26b6d
234,031-18-1813,0,3f499531ad4b8a70aff0aaad8b2d1b19
235,174-33-4525,7,d6a3d8d6dda7aff44af6394ac4c204bf
236,819-06-5032,0,251e226b419961b3ddfd16abee53f87f
237,887-70-7254,7,554f549b06aab8e78fc4f1026040e6ab
238,573-80-1364,2,203493a99d00b94f4df3ad3cba924939
239,006-05-8011,0,25a4a63dfa569d12a0ac27bae9134482
240,758-30-7597,0,e34ebeb66aea77f1833bc734b9c927b5
241,235-53-7572,1,b7db8fca0cb2bcf54989328402e72351
242,017-78-8171,1,88b80e66dc26204c4bcf33c5a2cb2d4e
243,607-35-7395,3,4e5ebfc871992e7e22365c0c036a1b89
244,208-41-1314,10,e72bf85001e26fe171709a7d6b61f849
245,087-98-9120,0,f4ee706984816213a7b12db4994e8891
246,747-50-5306,1,9f8ca399443cc1e5469062ba123ac06c
247,590-70-9477,8,27c88a515a005941a5c987c845a083d0
248,354-77-1258,2,c9b51f6e63b2c3179cc7b383dce756ec
249,111-45-4515,9,3a7b2281db714c30bf04efa25a10ef88
250,655-99-0046,0,048ce5542550bcb0a0d96deafc6cea79
251,735-91-6133,6,41c84f122254a256e209df8115d221da
252,819-72-7461,0,d71a6f68c180d59d28e52fdd02420f47
253,574-23-6826,6,28d8d898082eaebc9f5a5bdbf2c2476a
254,795-91-2289,7,35b07ba9f9489df34892e5178821c484
255,032-44-6070,9,0eea78b7e8f470f1294ab46fc5211560
256,303-42-2061,10,77f659d4d18381c991fb9210e05d9c1b
257,203-25-0932,3,ee06cf9d01d5f72b6c4401b7193a9e1e
258,057-49-0374,5,3529213e154590e50704ae1c69e7c3f1
259,140-33-4978,7,94a415cc06f0a21aa84ad9bf30fb9b8d
260,564-05-1082,9,82653317eb48d4d92240b23d2619a664
261,870-80-2805,2,de06a1fc86d7cd7f05b98bdc4d602907
262,591-18-3842,1,62850d57f5fbfea6fc4ed95d46f8e051
263,735-42-7606,8,7c800074a6826dab32425bfdbade8349
264,115-13-7829,4,aff8be089d14317011f1cc3eba810b6d
265,487-20-5316,9,8cbc01e78184d4672b958347995fdb3b
266,641-71-5629,4,dd370117de1339545955ca7b43c23ec2
267,333-15-1891,0,6cc3b7024ca3739026c0a72f16eb0911
268,547-18-2254,2,272e6a238b4a93c95ec01d4bcd74974c
269,094-17-3955,0,2ede595489db33a036d135ce22645515
270,510-14-0639,0,6a882dabb04d13d638ec462ad67868a6
271,714-63-0361,4,5026781160c8d8c5f87dc9b85030c182
272,474-85-1053,4,d43a807e54dfd6e3136005e10a0cd2ea
273,171-35-1733,1,8df11e6312f931ea825130604751f9f3
274,506-19-4694,9,3cc478b1c11ddd8ffa1ed9c131e516fe
275,453-47-7093,5,fdda595584403cf16684e58fe03df450
276,615-14-5331,1,983a7ed82fff5ed7dafde7de41856ca6
277,366-32-1785,7,b5d1b8ef70b1ce27726f7f6c2f373e56
278,451-82-0835,1,6dca6fa100f34f33e004e769890da39e
279,302-21-1993,7,a5234b725983953797bf6e161256c824
280,792-01-5806,6,406ca72193a83c9815c75f27728bd621
281,220-37-1690,4,73922af6682f1ac3df69890da647a902
282,849-55-0842,7,3a547829ab4f3d13279424023402be36
283,454-67-6455,10,0576d839432b9b455e3680d7df5f0c20
284,272-97-5160,8,d267f7af81aadac6d1c0d6d39feb5a01
285,701-86-5367,5,cc0bd66622728eaba6b422d6cb2664d2
286,752-99-7414,6,4363608f7106092dd6aaaff77e5e4847
287,593-38-9174,4,9acf49910276627949c4e5973b0f1888
288,505-61-3790,8,06f778553ec276e88f1e7659699b8d07
289,165-43-8444,6,0120ffee52291383b387f5de99299273
290,514-95-2518,2,d7c234171c3839c0c116b5d568b05910
291,697-24-6999,2,efcb12749ac40d37cf3add7953d9eb76
292,342-28-7595,8,4eafd1ff8e359955d61f06e9165e0187
293,107-74-7268,7,c5cfbdebeb3f5903e8ff68dd1250dd4a
294,003-51-3672,9,fcbf233cf67bf6f961c481babaee0e3f
295,046-81-9556,7,807f2753f3a495b05a3f9ad1fc8cfa7e
296,726-81-4468,3,bd8514081e519c48c5ec9982d5bdca8b
297,570-32-1146,9,37c8607af34827ff5e50972ee7479c12
298,373-10-2709,5,16a9501417d6c2915df1f2cf04f3a392
299,088-44-3039,10,63198025b4fee972ee4bef7f6b1209b8
300,803-38-5269,10,344c1d43cc19f7219a285a50a12f4d8b
301,170-45-7096,6,dd6cbdecb75bfedba336faef8f464cf3
302,706-36-1646,2,2baa415ebcc4fe563ce13b50e60efc1c
303,393-38-2969,8,9a50d86e547820f40d4b2816dd931512
304,774-68-9197,6,c90aa4bc49f0739519e8ace894f95fcb
305,079-23-3350,8,327832f3bcc8f4cbdfceb32b2fa6252f
306,490-64-7809,2,76abf2d00f6a0901fcbe52fca5e1f14d
307,218-50-8691,2,6c2ff8a98bf6c50aa737e818dfc5bf4a
308,538-77-4511,0,6c1cd8364de2420c9ecd75c8e4059d34
309,428-81-6459,8,3adb5ced68d100a5de40b43ee0666017
310,370-77-6095,4,a98b1175736e3d05698a9b9b9e95e217
311,271-39-3704,8,16bfc69e1eba89c7f89b9bf59f22db13
312,037-79-2523,0,39be9627f30be93b57c5f1a69ef3f5ad
313,526-49-0702,4,0ec5634605e7e0c6b3e1af0f91b0876f
314,118-14-6369,2,3d7867e1f462af93023b92afd213fdaf
315,223-32-4947,6,998917644af75451702f3949a4d9a731
316,564-05-1082,0,b4c84676dc2253168a1cedb90fb6d583
317,894-42-5671,2,4d0b5232fe57855bdc0feac95d8dcc66
318,303-46-7471,2,d613b46030abfdaac9ae94b9ef8be420
319,590-13-6064,3,9fea1d64ed0f2ecda975f74c92dc295c
320,719-46-6687,1,e6be332205fa99f90522169d2eceb08c
321,082-77-3426,1,73b25ff0805ec7370a1dc5ef31bb663c
322,898-57-8278,2,6136976dc5a433cdf8e2559b8510bdce
323,207-34-1185,10,3daa339bf4069aaf42f69ef7ba58b3e9
324,624-12-2310,5,ed323a87961fcb5d313a933b709db0f5
325,703-12-8087,3,61834c94e14ae970ccafcfca7e730fe8
326,681-22-5861,8,ba8378c2ef8293c88128a11a1d058c70
327,598-20-9439,2,7c6c37ebe0efa34ea7c3c400bb35d189
328,549-23-1999,1,f0d6cdbfbfacd6026365f3e55cc5ec78
329,866-27-5786,1,c24d41866081adf46722da327d1d3aff
330,683-26-8381,1,bfeff3dd5abfe5ab8adf16154bfcfa7b
331,509-14-5656,9,76dc78bc5a915987e552848e529bc5f0
332,528-53-7763,6,7ab30a5e35f64b0462da0266fb6b9e03
333,228-36-4471,10,7c785e9e26092c0b6ed038085e90d89d
334,236-84-4882,5,c4ccaf522cb1e08aa3c6cb8b5c2f8ecc
335,090-29-6394,0,2b25d1fea5e490d2a573c9ebbd835182
336,731-83-6117,3,930581590ada02c33f81ff157bfe093e
337,387-42-1312,1,996ba4b6d732512af301e00f0b57358d
338,406-17-3542,5,30778394c3f8a8927e59231f2657b74f
339,399-88-8664,1,f441b0a502270c9c0a170c19fca43078
340,645-20-0456,4,a6c0e257140f522aa90cba9210eaedd4
341,088-43-4191,4,5dc8189dcf185c864a0a15c4fe410152
342,747-15-3448,6,9925441837e92f62e4946faa38c0ef01
343,721-07-0331,2,abb423b788f3121ac8b901e1da72b2c2
344,417-78-8874,5,da5b77cfbfcee7edd62fbec7c950a0dd
345,079-97-5111,4,46ed17860d3dc8a8a03d28c02af76ace
346,583-41-6610,9,c2e5c519b847780443320b4bbef23dd2
347,282-05-6220,6,82f191821eebdaccf4a469c8ca1e297e
348,183-75-4689,8,60e86b80908e30360f6b2ee24abe9bd0
349,441-62-5488,10,5dfde003664ed7fe5020582ccbb8cd4b
350,559-79-9200,4,a1a9a3b1df9e78f9b9d930deec3cc49f
351,110-87-1682,7,cb235b669dbf76d72ab1608a01ff61db
352,053-02-3346,1,434939ad3ce33bd17105e06e85191d47
353,092-19-9865,9,1d0c16afd9c408f23757dec11865b78a
354,807-60-2992,0,1fb10af3c398df41a7f90717576a613b
355,270-23-7188,1,a05cf40c430b2d93b5930c3251d7287d
356,790-40-3797,3,0ff6f5869bfcc88faaaafabb64f47d15
357,450-78-5559,0,5c03156a80647fa5b54efb3e50f2f612
358,678-32-9236,6,405de11ff739be7bcae45f67271e5abb
359,460-16-1326,0,c12d9278d3bc401600cb952045eca15f
360,267-08-3894,9,fca0a071e2eeb43b094064f10417ee08
361,487-69-2377,4,a36466ca477ba77f5a2916f367055b2b
362,438-78-5527,6,4b91625582e5fa9600bd99360d8e71cb
363,093-17-8671,9,9a9df80fd37e70a76de766c7e6bfb9eb
364,163-48-2202,10,e0e8787ad5b776deb38c5cc2891c5c64
365,085-50-3324,1,dcf351f983a567594eaa0feb4f64aa68
366,104-15-1999,2,24df3d8397600a791600f8cf00fd7a8d
367,829-63-0475,3,39f2aa8e1f6178f5c5e348414b9ddbb0
368,033-63-5926,6,8c28eec0bb2eefbcc41b558a45459c38
369,819-17-1496,0,324784fa627563faa36c98062dd5eb02
370,471-51-5327,2,e641651332a9197a9b88009058a0087a
371,267-44-5048,2,bdedf2d9695c7f9ca23dcddfe395d3df
372,581-76-2034,6,071b7300dbb02609150764a333792053
373,328-75-4908,0,c56e11433f936a60bffb7bae873cbb94
374,618-71-6568,9,d8032f5b908cc299db61844b79ba48aa
375,632-47-2240,9,a4b09aa7927c59fbb39960b3d7919909
376,624-84-5344,10,77836abd9b3fe0ee4e6b1c3afb7fb891
377,890-52-3680,5,fad975040dcc6a598004041d1c995bf8
378,280-41-1859,10,d9c71ee2ae43c5cbb3b348186b7c2ea8
379,803-58-6911,1,084ae0b12e0672abfc7f9d125bd1e15b
380,877-05-6291,4,8ba42350d82da06cb343a0285916b5f2
381,468-08-7057,0,00fd0c87aa5cb5c54e4c1a6dd181612b
382,346-07-9101,3,e7221dd7475397dfade38615452f3049
383,538-44-7701,7,633664a5837b76c13ecc63adbbcd04bd
384,701-16-4733,0,a340df5d870c065b444beca8d23e413d
385,217-44-5086,3,30917e2ad34705bd22681bef952bb8b5
386,548-62-6407,3,0a4a6736831c7732c566fc1ee17cc521
387,442-49-1260,7,7ce14c78a10e0e615a0c4bff7604f5b2
388,272-45-6218,1,276eceb035ee4de9199d22cf180c2fd3
389,500-01-5535,7,f6cdf859981006c1b8d71b386613f11e
390,236-82-9711,0,86c5a889ce2bcb8708d2f660619f5e2e
391,068-74-3189,7,0c1f4c9e4bec5c6b012be6b48d37bd65
392,434-61-5074,5,43843716826c523d3facab720b75552d
393,216-50-2223,5,6ca1317141aed923957208f67bef537d
394,884-82-2110,7,214dcf613f6d987538603b768c23c5b7
395,682-87-6150,4,6558a144f2f91d1b5530891d7a58ca1f
396,272-09-8762,5,488897ca8e676dbc448dc9a35e95cf1c
397,134-04-1594,1,f61ca355ba1c4a0edeecb40a9a482729
398,678-32-9236,5,2603950236b68c2ce54b61c6f6b10e31
399,121-64-2618,10,4499a17f6997608aaf0fb2175d2e824b
400,547-96-3502,6,564f76fed65ed325d24eb13fb9f4595d
401,825-20-5365,1,ceb3bffa1919f895d13119cbfe04cd18
402,460-78-1676,2,9f1fc799de37a3325900ea892494af51
403,404-16-7245,6,2af29207d47f468dba830ca7adae8a65
404,700-50-0423,6,7461e6d29befda690bfcd762cd50ac5a
405,685-49-1050,0,5615dc21df4b72438623ddda5006a5cf
406,869-25-8356,4,b6994859cc96d02b6c571c9d43c856b2
407,317-40-0279,9,014b09e212b7df8de94ca09b9bceed3d
408,517-02-2319,3,663c6a071af3366bc2847e581f970a62
409,362-97-1449,2,c310c031bda9f02799d184f2a99eabe5
410,558-17-4209,5,334af0ffebdd093bcc22a2a0dffa2633
411,494-98-3695,8,559248fb5b2cf4a056d45771ac4c3647
412,142-19-3743,3,1b40028c44ccf0c171d5e7c3fcede1cb
413,384-39-4976,0,c6794e1267bd2f0ec1af7860e310483c
414,823-94-5228,4,9d87bafdcf94cdef4456fae11542fc7d
415,324-11-4211,6,3b0f02b3acf1825f8bbc1fb3b860dbb8
416,457-61-7373,8,be7be3a5f984c3f790f95f9dfb05e22f
417,712-33-4729,9,3827b5ba1a018165cd9df6a68969362b
418,215-15-0182,1,fb5496709f29c8977234835e45f42fbc
419,235-19-6013,4,148109ba0d23ca350978eb835997a310
